frame,time(s),L hip,R hip,L knee,R knee,L ankle,R ankle,L crutch,R crutch,M_L crutch,M_R crutch,thigh c_x,thigh c_y,shank c_x,shank c_y
215,0.895833333,9.018,-17.65,5.756,25.776,22.533,19.67,,56.237,,,928.0000305,609.5000052,947.5000191,847.0000005
216,0.9,8.491,-17.65,6.544,25.706,22.469,20.454,,55.576,,,928.0000305,609.9999905,947.5000191,847.4999857
217,0.904166667,8.504,-17.65,6.744,25.706,22.278,20.558,,55.37,,,928.0000305,609.9999905,947.5000191,847.4999857
218,0.908333333,8.484,-17.65,6.942,25.485,22.095,20.63,,55.422,,,928.5000229,609.9999905,947.5000191,847.4999857
219,0.9125,8.576,-17.65,6.991,25.485,21.877,21.238,,55.198,,,928.5000229,609.9999905,947.5000191,847.4999857
220,0.916666667,8.198,-17.65,7.059,25.485,21.868,21.395,,55.204,,,928.5000229,609.9999905,947.5000191,847.4999857
221,0.920833333,8.178,-17.65,7.313,25.263,21.916,20.668,,55.072,,,929.0000153,609.9999905,947.5000191,847.4999857
222,0.925,8.186,-17.65,7.582,25.263,21.92,19.724,,54.853,,,929.0000153,609.9999905,947.5000191,847.4999857
223,0.929166667,7.801,-17.65,7.853,25.263,22.061,17.916,,55.051,,,929.0000153,609.9999905,947.5000191,847.4999857
224,0.933333333,7.891,-17.176,7.9,24.707,22.19,15.616,,54.378,,,929.5000076,609.4999892,948.0000114,848.0000031
225,0.9375,7.903,-17.176,7.975,24.707,22.147,15.705,,54.36,,,929.5000076,609.4999892,948.0000114,848.0000031
226,0.941666667,7.842,-16.699,7.98,24.219,21.991,15.511,,53.871,,,929.0000153,610.0000066,947.5000191,848.5000205
227,0.945833333,7.83,-16.699,7.956,23.997,22.068,15.52,,53.446,,,929.5000362,610.0000066,947.5000191,848.5000205
228,0.95,7.74,-16.699,7.908,23.997,22.031,15.75,,53.143,,,929.5000362,610.0000066,947.5000191,848.5000205
229,0.954166667,7.675,-16.22,7.675,23.774,22.149,18.162,,53.172,,,930.0000286,610.0000066,947.5000191,848.5000205
230,0.958333333,7.998,-16.22,7.585,23.774,22.228,18.593,,53.478,,,930.0000286,610.0000066,947.5000191,848.5000205
231,0.9625,7.974,-16.22,7.369,23.774,22.367,18.959,,53.68,,,930.0000286,610.0000066,947.5000191,848.5000205
232,0.966666667,7.93,-15.739,7.078,22.859,22.669,18.225,,53.787,,,929.9999714,610.0000066,946.9999695,848.5000205
233,0.970833333,8.186,-15.739,6.914,22.859,22.928,16.64,,53.255,,,929.9999714,610.0000066,946.9999695,848.5000205
234,0.975,8.082,-15.604,6.862,22.797,23.025,16.47,,53.427,,,929.9999714,609.5000052,946.9999695,849.0000057
235,0.979166667,8.501,-15.604,6.595,22.575,22.776,16.227,,53.776,,,930.4999638,609.5000052,946.9999695,849.0000057
236,0.983333333,8.27,-15.604,6.749,22.575,22.548,15.903,,53.675,,,930.4999638,609.5000052,946.9999695,848.5000205
237,0.9875,8.703,-15.604,6.711,22.575,22.157,16.199,,53.731,,,930.4999638,609.5000052,946.9999695,849.0000057
238,0.991666667,8.548,-15.124,6.6,22.291,21.884,16.218,,53.89,,,930.9999847,609.9999905,946.9999695,849.4999909
239,0.995833333,8.88,-14.642,6.776,21.833,21.727,16.082,,53.679,,,930.4999924,609.9999905,946.4999771,849.4999909
240,1,8.981,-14.642,6.571,21.61,21.557,16.968,,53.873,,,930.9999847,609.9999905,946.4999771,849.4999909
241,1.004166667,9.069,-14.642,6.4,21.61,21.329,18.079,,53.614,,,930.9999847,609.9999905,946.4999771,849.4999909
242,1.008333333,9.074,-14.642,6.669,21.61,20.954,18.684,,53.524,,,930.9999847,609.9999905,946.4999771,849.4999909
243,1.0125,8.98,-14.158,6.85,21.386,20.949,19.345,,53.776,,,931.4999771,609.9999905,946.4999771,849.4999909
244,1.016666667,8.826,-14.158,6.783,21.151,20.776,17.63,,53.692,,,931.4999771,609.9999905,946.9999981,849.4999909
245,1.020833333,9.33,-14.158,6.712,21.386,20.825,20.879,,53.908,,,931.4999771,609.9999905,946.4999771,849.4999909
246,1.025,9.124,-14.158,6.611,21.161,20.795,22.83,,54.033,,,931.9999981,609.9999905,946.4999771,849.4999909
247,1.029166667,9.053,-14.158,6.906,20.898,20.8,22.882,,53.826,,,931.9999981,609.9999905,946.9999981,849.9999762
248,1.033333333,9.001,-14.158,6.877,20.926,20.79,23.284,,53.575,,,931.9999981,609.9999905,946.9999981,849.4999909
249,1.0375,9.339,-14.158,6.797,20.673,20.908,24.257,,53.415,,,932.4999905,609.9999905,946.9999981,849.9999762
250,1.041666667,9.287,-14.158,6.699,20.673,20.953,24.558,,54.092,,,932.4999905,609.9999905,946.9999981,849.9999762
251,1.045833333,9.293,-14.158,6.968,20.673,20.97,24.62,,53.796,,,932.4999905,609.9999905,946.9999981,849.9999762
252,1.05,9.258,-13.671,6.951,20.448,21.078,24.578,,53.473,,,932.9999828,609.9999905,946.9999981,849.9999762
253,1.054166667,9.064,-13.671,6.853,20.448,21.294,24.361,,53.209,,,932.9999828,609.9999905,946.9999981,849.9999762
254,1.058333333,9.016,-13.671,7.087,20.448,21.48,24.184,,53.471,,,932.9999828,609.9999905,946.9999981,849.9999762
255,1.0625,8.923,-14.158,7.303,20.907,21.608,24.213,,53.475,,,933.4999752,609.9999905,947.4999905,849.9999762
256,1.066666667,9.4,-13.671,7.55,20.225,21.674,23.301,,53.268,,,933.4999752,610.5000079,946.9999981,850.4999936
257,1.070833333,8.899,-13.671,7.81,20.225,21.6,23.776,,53.301,,,933.4999752,610.5000079,946.9999981,850.4999936
258,1.075,8.87,-13.671,8.314,20.686,21.436,23.706,,53.512,,,933.9999676,610.5000079,947.4999905,850.4999936
259,1.079166667,8.879,-13.671,8.265,20.686,21.497,23.57,,53.216,,,933.9999676,610.5000079,947.4999905,850.4999936
260,1.083333333,8.907,-13.183,8.538,20.461,21.643,23.412,,52.924,,,934.4999886,610.5000079,947.4999905,850.4999936
261,1.0875,8.445,-13.183,8.762,20.225,21.547,19.933,,52.731,,,934.4999886,610.5000079,947.9999828,850.4999936
262,1.091666667,8.468,-13.183,8.64,20.225,21.691,19.579,,52.889,,,934.4999886,610.5000079,947.9999828,850.4999936
263,1.095833333,8.49,-13.183,8.653,20.225,21.889,18.447,,52.918,,,934.4999886,610.5000079,947.9999828,850.4999936
264,1.1,7.98,-13.183,9.504,20.225,21.843,17.316,,53.179,,,934.4999886,610.5000079,947.9999828,850.4999936
265,1.104166667,8.346,-13.183,9.688,20.225,22.177,16.442,,52.904,,,934.4999886,610.5000079,947.9999828,850.4999936
266,1.108333333,7.822,-13.183,10.127,20.225,22.114,16.087,,52.826,,,934.4999886,610.5000079,947.9999828,850.4999936
267,1.1125,7.865,-13.183,10.148,20.225,22.469,15.439,,52.938,,,934.4999886,610.5000079,947.9999828,850.4999936
268,1.116666667,7.835,-13.183,10.357,20.225,22.435,15.352,,53.212,,,934.4999886,610.5000079,947.9999828,850.4999936
269,1.120833333,7.813,-13.183,10.615,20,22.885,14.699,,53.301,,,934.9999809,610.5000079,947.9999828,850.4999936
270,1.125,7.697,-13.183,10.854,20,22.71,14.73,,53.001,,,934.9999809,610.5000079,947.9999828,850.4999936
271,1.129166667,7.676,-13.183,10.861,20,22.64,14.679,,53.138,,,934.9999809,610.5000079,947.9999828,850.4999936
272,1.133333333,7.602,-13.183,10.813,20,22.722,14.633,,53.78,,,934.9999809,610.5000079,947.9999828,850.4999936
273,1.1375,7.697,-13.183,10.857,20,22.586,14.572,,53.781,,,934.9999809,610.5000079,947.9999828,850.4999936
274,1.141666667,7.762,-13.183,11.01,20,22.284,14.611,,53.788,,,934.9999809,610.5000079,947.9999828,850.4999936
275,1.145833333,7.765,-13.183,10.753,20,22.47,14.199,,53.76,,,934.9999809,610.5000079,947.9999828,850.4999936
276,1.15,7.646,-13.183,10.948,20,22.338,14.175,,53.807,,,934.9999809,610.5000079,947.9999828,850.4999936
277,1.154166667,7.651,-13.183,11.044,20,22.167,13.878,,53.801,,,934.9999809,610.5000079,947.9999828,850.4999936
278,1.158333333,7.606,-13.183,11.056,20,22.036,13.883,,53.869,,,934.9999809,610.5000079,947.9999828,850.4999936
279,1.1625,7.575,-13.183,11.221,20,21.897,13.87,,53.819,,,934.9999809,610.5000079,947.9999828,850.4999936
280,1.166666667,7.575,-13.671,11.475,20.697,21.776,14.211,,53.758,,,935.5000305,610.5000079,948.5000324,850.4999936
281,1.170833333,7.077,-13.671,11.484,20.697,21.491,14.346,,53.723,,,935.5000305,610.5000079,948.5000324,850.4999936
282,1.175,7.072,-13.671,11.481,20.697,21.421,14.413,,54.182,,,935.5000305,610.5000079,948.5000324,850.4999936
283,1.179166667,7.021,-13.671,11.488,20.697,21.285,14.565,,54.173,,,935.5000305,610.5000079,948.5000324,850.4999936
284,1.183333333,7.436,-13.671,11.438,20.461,21.005,12.773,,54.725,,,935.5000305,610.5000079,949.0000248,850.4999936
285,1.1875,7.478,-13.671,11.249,20.461,20.728,12.939,,54.699,,,935.5000305,610.5000079,949.0000248,850.4999936
286,1.191666667,7.419,-13.671,11.217,20.922,20.501,13.158,,54.658,,,936.0000229,610.5000079,949.5000172,850.4999936
287,1.195833333,7.693,-13.671,11.143,20.922,20.479,13.169,,54.637,,,936.0000229,610.5000079,949.5000172,850.4999936
288,1.2,7.896,-13.671,10.861,20.892,20.614,13.491,,55.045,,,936.0000229,610.5000079,949.5000172,851.000011
289,1.204166667,8.412,-13.671,10.585,20.899,20.669,13.237,,54.755,,,936.0000229,610.9999931,949.5000172,850.9999788
290,1.208333333,8.214,-13.671,10.561,20.838,20.411,13.509,,54.859,,,936.0000229,610.9999931,949.5000172,851.4999962
291,1.2125,7.943,-14.158,10.491,21.296,20.29,14.268,,54.696,,,936.5000153,610.9999931,950.0000095,851.4999962
292,1.216666667,8.411,-14.281,10.39,21.414,20.348,14.599,,54.928,,,936.5000153,611.4999944,950.0000095,850.9999788
293,1.220833333,8.372,-14.281,9.857,21.351,19.991,15.562,,55.046,,,936.5000153,611.4999944,950.0000095,851.4999962
294,1.225,8.427,-14.281,9.922,21.406,19.348,15.639,,55.071,,,936.5000153,611.0000092,950.0000095,851.000011
295,1.229166667,8.876,-14.281,9.883,21.575,18.988,16.028,,55.075,,,936.0000229,611.4999944,950.0000095,851.4999962
296,1.233333333,8.771,-14.281,9.606,21.874,19.012,16.285,,55.546,,,937.0000076,611.4999944,950.5000019,850.9999788
297,1.2375,8.667,-14.281,9.551,21.809,18.942,16.756,,55.519,,,937.0000076,611.4999944,950.5000019,851.4999962
298,1.241666667,8.714,-14.281,9.598,22.033,18.917,16.951,,55.353,,,936.5000153,611.4999944,950.5000019,851.4999962
299,1.245833333,8.714,-14.281,9.601,22.033,18.785,16.981,,55.263,,,936.5000153,611.4999944,950.5000019,851.4999962
300,1.25,9.201,-14.281,9.064,21.799,18.994,14.912,,55.181,,,936.5000153,611.4999944,950.9999943,851.4999962
301,1.254166667,9.353,-14.281,8.882,21.799,18.99,14.968,,55.559,,,936.5000153,611.4999944,950.9999943,851.4999962
302,1.258333333,9.102,-14.281,8.966,21.799,19.087,15.213,,55.225,,,936.5000153,611.4999944,950.9999943,851.4999962
303,1.2625,9.126,-14.281,8.72,21.855,19.094,15.286,,55.514,,,936.5000153,611.9999957,950.9999943,851.4999962
304,1.266666667,9.351,-14.281,8.661,21.855,19.245,15.338,,55.387,,,936.5000153,611.9999957,950.9999943,851.4999962
305,1.270833333,9.677,-14.769,8.249,22.314,19.483,15.701,,55.371,,,937.0000076,611.9999957,951.4999866,851.4999962
306,1.275,8.984,-14.769,8.411,22.314,19.465,15.713,,55.244,,,937.0000076,611.9999957,951.4999866,851.4999962
307,1.279166667,9.168,-14.769,8.452,22.314,19.213,15.698,,55.225,,,937.0000076,611.9999957,951.4999866,851.4999962
308,1.283333333,9.234,-14.769,8.486,22.314,19.195,15.781,,55.169,,,937.0000076,611.9999957,951.4999866,851.4999962
309,1.2875,8.94,-14.769,8.593,22.314,19.344,15.702,,55.137,,,937.0000076,611.9999957,951.4999866,851.4999962
310,1.291666667,8.991,-14.769,8.341,22.314,19.072,15.911,,55.127,,,937.0000076,611.9999957,951.4999866,851.4999962
311,1.295833333,9.054,-15.255,8.374,22.537,19.164,15.889,,54.602,,,936.4999866,611.9999957,951.4999866,851.4999962
312,1.3,9.084,-15.255,8.065,22.537,19.283,15.838,,54.922,,,936.4999866,611.9999957,951.4999866,851.4999962
313,1.304166667,9.191,-15.255,7.863,22.537,19.33,15.805,,54.531,,,936.4999866,611.9999957,951.4999866,851.4999962
314,1.308333333,9.681,-15.255,7.855,22.537,19.349,15.571,,54.586,,,936.4999866,611.9999957,951.4999866,851.4999962
315,1.3125,9.692,-15.255,7.601,22.537,19.552,14.518,,54.533,,,936.4999866,611.9999957,951.4999866,851.4999962
316,1.316666667,9.34,-15.255,7.419,22.537,19.703,14.226,,54.677,,,936.4999866,611.9999957,951.4999866,851.4999962
317,1.320833333,9.426,-15.255,7.216,22.537,19.954,14.205,,54.614,,,936.4999866,611.9999957,951.4999866,851.4999962
318,1.325,9.617,-15.255,7.053,22.537,20.107,14.085,,54.337,,,936.4999866,611.9999957,951.4999866,851.4999962
319,1.329166667,9.661,-15.255,7.007,22.76,20.117,14.513,,54.304,,,935.9999943,611.9999957,951.4999866,851.4999962
320,1.333333333,9.675,-15.255,7.02,22.76,20.067,14.42,,54.342,,,935.9999943,611.9999957,951.4999866,851.4999962
321,1.3375,9.666,-15.255,6.754,22.82,19.888,14.35,,54.305,,,935.9999943,612.499997,951.4999866,851.4999962
322,1.341666667,9.598,-15.255,6.767,22.82,19.935,14.465,,53.821,,,935.9999943,612.499997,951.4999866,851.4999962
323,1.345833333,9.67,-15.255,6.814,22.82,19.908,14.777,,53.813,,,935.9999943,612.499997,951.4999866,851.4999962
324,1.35,9.69,-15.255,6.489,22.82,19.872,15.299,,53.722,,,935.9999943,612.499997,951.4999866,851.9999814
325,1.354166667,9.692,-15.255,6.564,22.82,19.848,14.964,,53.634,,,935.9999943,612.499997,951.4999866,851.4999962
326,1.358333333,9.708,-15.255,6.31,23.044,19.755,14.838,,53.586,,,935.5000019,612.499997,951.4999866,851.4999962
327,1.3625,9.724,-15.255,6.246,22.586,19.391,15.045,,53.837,,,935.0000095,612.499997,950.9999943,851.9999814
328,1.366666667,9.737,-15.255,6.259,22.586,19.433,15.533,,53.773,,,935.0000095,612.499997,950.9999943,851.9999814
329,1.370833333,9.771,-15.255,6.278,22.586,19.653,15.196,,53.271,,,935.0000095,612.499997,950.9999943,851.4999962
330,1.375,9.764,-15.255,6.012,22.586,19.803,15.41,,53.18,,,935.0000095,612.499997,950.9999943,851.9999814
331,1.379166667,9.728,-15.255,5.985,22.586,19.814,15.681,,53.171,,,935.0000095,612.499997,950.9999943,851.9999814
332,1.383333333,9.66,-15.255,5.951,22.586,19.779,16.578,,53.147,,,935.0000095,612.499997,950.9999943,851.9999814
333,1.3875,9.674,-15.255,5.958,22.809,19.67,16.991,,53.576,,,934.5000172,612.499997,950.9999943,851.9999814
334,1.391666667,9.676,-15.255,5.96,22.809,19.54,16.863,,53.899,,,934.5000172,612.499997,950.9999943,851.9999814
335,1.395833333,10.234,-15.255,5.75,22.809,19.593,17.11,,53.903,,,934.5000172,612.499997,950.9999943,851.9999814
336,1.4,10.234,-15.255,5.745,22.809,19.622,17.047,,53.885,,,934.5000172,612.499997,950.9999943,851.9999814
337,1.404166667,10.2,-15.255,5.725,22.809,19.597,17.428,,53.858,,,934.5000172,612.499997,950.9999943,851.9999814
338,1.408333333,10.173,-15.255,5.711,22.809,19.508,17.394,,53.806,,,934.5000172,612.499997,950.9999943,851.9999814
339,1.4125,10.117,-15.255,5.747,22.309,19.553,15.424,,53.702,,,934.5000172,613.0000144,951.5000153,852.4999988
340,1.416666667,10.174,-15.739,5.726,22.4,19.596,15.584,,53.757,,,934.5000172,612.9999983,951.5000153,851.9999814
341,1.420833333,10.093,-15.739,5.758,22.624,19.526,15.664,,53.582,,,933.9999962,612.9999983,951.5000153,851.9999814
342,1.425,10.082,-15.739,5.682,22.624,19.437,15.586,,53.519,,,933.9999962,612.9999983,951.5000153,851.9999814
343,1.429166667,10.074,-15.739,5.415,22.624,19.416,16.289,,53.82,,,933.9999962,612.9999983,951.5000153,851.9999814
344,1.433333333,10.042,-15.739,5.4,22.566,19.358,17.299,,53.623,,,933.9999962,612.9999983,951.5000153,852.4999988
345,1.4375,9.963,-15.739,5.292,22.624,19.471,17.1,,53.603,,,933.9999962,612.9999983,951.5000153,851.9999814
346,1.441666667,9.935,-15.739,5.276,22.566,19.545,17.544,,54.033,,,933.9999962,612.9999983,951.5000153,852.4999988
347,1.445833333,10.424,-15.739,5.267,22.566,19.788,17.533,,54.028,,,933.9999962,612.9999983,951.5000153,852.4999988
348,1.45,10.296,-16.22,5.197,23.022,19.962,17.937,,53.75,,,934.4999886,612.9999983,952.0000076,852.4999988
349,1.454166667,10.538,-16.22,5.274,23.022,19.826,17.575,,53.804,,,934.4999886,612.9999983,952.0000076,852.4999988
350,1.458333333,10.536,-16.22,5.27,23.022,19.82,18.538,,53.715,,,934.4999886,612.9999983,952.0000076,852.4999988
351,1.4625,10.065,-16.22,5.024,23.02,19.979,18.566,,53.683,,,934.4999886,613.5000157,952.0000076,853.0000162
352,1.466666667,10.184,-16.22,5.084,23.02,20.196,18.467,,53.679,,,934.4999886,613.5000157,952.0000076,853.0000162
353,1.470833333,10.106,-16.22,5.089,23.02,20.44,18.434,,53.828,,,934.4999886,613.5000157,952.0000076,853.0000162
354,1.475,10.15,-16.22,5.112,22.848,20.335,16.636,,53.961,,,934.4999886,614.000017,952.5,853.0000162
355,1.479166667,9.75,-16.22,5.091,22.848,20.118,16.523,,53.887,,,934.4999886,614.000017,952.5,853.0000162
356,1.483333333,10.066,-16.22,5.063,22.848,20.125,16.307,,53.703,,,934.4999886,614.000017,952.5,853.0000162
357,1.4875,10.374,-16.22,4.892,22.848,20.189,16.093,,53.641,,,934.4999886,614.000017,952.5,853.0000162
358,1.491666667,10.416,-16.22,4.866,22.848,20.299,15.269,,53.623,,,934.4999886,614.000017,952.5,853.0000162
359,1.495833333,10.408,-16.22,4.924,22.848,20.365,14.995,,54.087,,,934.4999886,614.000017,952.5,853.0000162
360,1.5,10.14,-16.22,4.777,22.818,20.338,14.819,,54.014,,,934.4999886,614.000017,952.5,853.5000014
361,1.504166667,10.093,-16.22,4.753,22.848,20.227,14.257,,53.969,,,934.4999886,614.000017,952.5,853.0000162
362,1.508333333,10.114,-16.22,5.028,22.818,20.156,14.296,,53.872,,,934.4999886,614.000017,952.5,853.5000014
363,1.5125,10.108,-16.22,5.021,22.848,20.334,13.812,,53.701,,,934.4999886,614.000017,952.5,853.0000162
364,1.516666667,10.299,-16.22,5.117,22.848,20.233,13.546,,53.721,,,934.4999886,614.000017,952.5,853.0000162
365,1.520833333,9.878,-16.22,5.177,22.818,20.366,12.288,,54.147,,,934.4999886,614.000017,952.5,853.5000014
366,1.525,9.631,-16.22,5.26,23.275,20.418,12.155,,53.76,,,934.9999809,614.000017,952.9999924,853.5000014
367,1.529166667,9.633,-16.22,5.263,23.275,20.368,11.979,,54.238,,,934.9999809,614.000017,952.9999924,853.5000014
368,1.533333333,9.651,-16.22,5.267,22.881,20.391,11.311,,53.844,,,934.4999886,614.5000184,952.5,853.5000014
369,1.5375,9.642,-16.22,5.258,23.305,20.313,11.502,,53.846,,,934.9999809,615.0000036,952.9999924,853.9999866
370,1.541666667,9.558,-16.699,5.224,23.339,20.165,10.996,,53.852,,,934.9999809,614.5000184,952.9999924,853.5000014
371,1.545833333,9.55,-16.22,5.219,23.305,19.833,11.026,,53.844,,,934.9999809,615.0000036,952.9999924,853.9999866
372,1.55,9.533,-16.22,5.138,23.305,19.915,10.848,,53.915,,,934.9999809,615.0000036,952.9999924,853.9999866
373,1.554166667,9.534,-16.22,5.397,23.305,19.843,10.837,,53.762,,,934.9999809,615.0000036,952.9999924,853.9999866
374,1.558333333,9.529,-16.22,5.395,23.305,19.899,10.757,,53.741,,,934.9999809,615.0000036,952.9999924,853.9999866
375,1.5625,9.489,-16.22,5.433,23.305,19.816,11.026,,53.582,,,934.9999809,615.0000036,952.9999924,853.9999866
376,1.566666667,9.877,-16.22,5.374,23.305,19.968,11.127,,53.392,,,934.9999809,615.0000036,952.9999924,853.9999866
377,1.570833333,9.833,-16.22,5.352,23.305,20.09,11.119,,53.194,,,934.9999809,615.0000036,952.9999924,853.9999866
378,1.575,9.799,-16.22,5.332,23.305,20.117,11.139,,53.162,,,934.9999809,615.0000036,952.9999924,853.9999866
379,1.579166667,9.758,-16.699,5.31,23.369,20.178,11.132,,53.222,,,934.9999809,615.5000049,952.9999924,853.9999866
380,1.583333333,9.759,-16.699,5.307,23.309,20.203,11.392,,53.289,,,934.9999809,615.5000049,952.9999924,854.5000041
381,1.5875,9.752,-16.699,5.298,23.765,20.136,11.686,,52.968,,,935.4999733,615.5000049,953.4999847,854.5000041
382,1.591666667,9.627,-16.699,5.231,23.827,20.15,11.531,,52.962,,,935.4999733,615.5000049,953.4999847,853.9999866
383,1.595833333,9.673,-16.699,5.371,23.532,20.239,9.762,,52.922,,,935.4999733,615.5000049,953.9999771,854.5000041
384,1.6,9.766,-16.699,5.444,23.532,20.171,9.914,,53.192,,,935.4999733,615.5000049,953.9999771,854.5000041
385,1.604166667,9.792,-16.699,5.448,23.532,20.085,9.99,,53.125,,,935.4999733,615.5000049,953.9999771,854.5000041
386,1.608333333,9.782,-16.699,5.513,23.532,20.106,11.228,,53.084,,,935.4999733,615.5000049,953.9999771,854.5000041
387,1.6125,9.323,-16.699,5.525,23.532,20.136,11.289,,53.1,,,935.4999733,615.5000049,953.9999771,854.5000041
388,1.616666667,9.31,-16.699,5.647,23.532,20.144,11.999,,53.317,,,935.4999733,615.5000049,953.9999771,854.5000041
389,1.620833333,9.343,-16.699,5.589,23.988,20.155,12.078,,53.289,,,935.9999657,615.5000049,954.4999695,854.5000041
390,1.625,9.618,-16.699,5.725,23.988,20.277,12.146,,53.018,,,935.9999657,615.5000049,954.4999695,854.5000041
391,1.629166667,9.493,-16.699,5.929,23.988,20.237,11.886,,53.399,,,935.9999657,615.5000049,954.4999695,854.5000041
392,1.633333333,9.455,-16.557,6.369,24.053,20.127,12.078,,53.272,,,935.9999657,615.9999901,954.4999695,854.5000041
393,1.6375,8.972,-16.557,6.653,23.83,20.23,12.094,,53.277,,,936.4999866,615.9999901,954.4999695,854.5000041
394,1.641666667,8.938,-16.557,6.892,24.053,20.26,12.24,,53.254,,,935.9999657,615.9999901,954.4999695,854.5000041
395,1.645833333,8.896,-16.557,7.39,24.518,20.116,12.461,,53.145,,,937.0000362,615.9999901,955.0000191,854.5000041
396,1.65,8.983,-17.03,7.456,24.74,20.199,12.447,,53.174,,,936.5000153,616.5000075,955.0000191,855.0000215
397,1.654166667,8.464,-17.03,7.712,24.74,20.402,12.421,,53.176,,,936.5000153,616.5000075,955.0000191,855.0000215
398,1.658333333,8.463,-16.557,7.97,24.485,20.262,12.89,,52.729,,,937.0000362,616.5000075,955.0000191,855.5000067
399,1.6625,8.385,-16.557,8.116,25.041,20.271,12.583,,52.472,,,937.5000286,617.0000088,955.5000114,855.0000215
400,1.666666667,8.298,-16.557,8.07,25.007,20.034,12.947,,52.224,,,937.5000286,617.0000088,955.5000114,855.5000067
401,1.670833333,8.213,-16.557,9.07,25.007,19.641,13.708,,52.241,,,937.5000286,617.0000088,955.5000114,855.5000067
402,1.675,7.976,-16.557,9.213,25.007,19.522,14.795,,52.202,,,937.5000286,617.0000088,955.5000114,855.5000067
