frame,time(s),R knee (deg)
2293,9.554166667,25.193
2294,9.558333333,25.158
2295,9.5625,24.7
2296,9.566666667,24.7
2297,9.570833333,24.634
2298,9.575,24.409
2299,9.579166667,24.409
2300,9.583333333,24.176
2301,9.5875,24.176
2302,9.591666667,24.176
2303,9.595833333,23.718
2304,9.6,23.718
2305,9.604166667,23.718
2306,9.608333333,23.258
2307,9.6125,23.389
2308,9.616666667,23.157
2309,9.620833333,23.157
2310,9.625,23.157
2311,9.629166667,22.466
2312,9.633333333,22.466
2313,9.6375,22.466
2314,9.641666667,22.691
2315,9.645833333,22.232
2316,9.65,22.232
2317,9.654166667,22.232
2318,9.658333333,22.232
2319,9.6625,22.458
2320,9.666666667,22.458
2321,9.670833333,22.458
2322,9.675,21.999
2323,9.679166667,22.521
2324,9.683333333,22.287
2325,9.6875,22.287
2326,9.691666667,22.287
2327,9.695833333,22.054
2328,9.7,22.279
2329,9.704166667,22.242
2330,9.708333333,21.82
2331,9.7125,21.82
2332,9.716666667,22.007
2333,9.720833333,22.505
2334,9.725,22.007
2335,9.729166667,22.007
2336,9.733333333,21.981
2337,9.7375,22.045
2338,9.741666667,21.981
2339,9.745833333,22.045
2340,9.75,22.271
2341,9.754166667,21.811
2342,9.758333333,21.811
2343,9.7625,21.811
2344,9.766666667,22.036
2345,9.770833333,22.036
2346,9.775,22.036
2347,9.779166667,21.802
2348,9.783333333,21.802
2349,9.7875,21.802
2350,9.791666667,21.802
2351,9.795833333,21.342
2352,9.8,21.568
2353,9.804166667,21.568
2354,9.808333333,21.568
2355,9.8125,21.792
2356,9.816666667,21.792
2357,9.820833333,21.098
2358,9.825,21.098
2359,9.829166667,21.323
2360,9.833333333,21.323
2361,9.8375,21.302
2362,9.841666667,21.154
2363,9.845833333,20.919
2364,9.85,20.9
2365,9.854166667,20.9
2366,9.858333333,20.9
2367,9.8625,21.125
2368,9.866666667,20.666
2369,9.870833333,20.666
2370,9.875,20.891
2371,9.879166667,20.841
2372,9.883333333,20.841
2373,9.8875,20.841
2374,9.891666667,21.133
2375,9.895833333,21.133
2376,9.9,21.133
2377,9.904166667,21.133
2378,9.908333333,21.357
2379,9.9125,21.133
2380,9.916666667,21.098
2381,9.920833333,21.098
2382,9.925,21.098
2383,9.929166667,21.098
2384,9.933333333,21.098
2385,9.9375,21.098
2386,9.941666667,21.322
2387,9.945833333,21.322
2388,9.95,21.322
2389,9.954166667,21.322
2390,9.958333333,21.322
2391,9.9625,21.545
2392,9.966666667,21.157
2393,9.970833333,21.105
2394,9.975,21.157
2395,9.979166667,21.157
2396,9.983333333,21.157
2397,9.9875,21.105
2398,9.991666667,21.157
2399,9.995833333,21.157
2400,10,20.924
2401,10.00416667,20.924
2402,10.00833333,20.924
2403,10.0125,20.924
2404,10.01666667,21.148
2405,10.02083333,21.148
2406,10.025,21.093
2407,10.02916667,21.605
2408,10.03333333,21.605
2409,10.0375,21.605
2410,10.04166667,21.605
2411,10.04583333,21.605
2412,10.05,21.605
2413,10.05416667,21.605
2414,10.05833333,21.605
2415,10.0625,21.605
2416,10.06666667,21.138
2417,10.07083333,21.138
2418,10.075,21.361
2419,10.07916667,21.209
2420,10.08333333,21.375
2421,10.0875,21.209
2422,10.09166667,21.89
2423,10.09583333,21.667
2424,10.1,22.067
2425,10.10416667,21.667
2426,10.10833333,21.61
2427,10.1125,21.832
2428,10.11666667,21.61
2429,10.12083333,21.61
2430,10.125,21.832
2431,10.12916667,21.61
2432,10.13333333,21.61
2433,10.1375,21.61
2434,10.14166667,21.61
2435,10.14583333,22.067
2436,10.15,22.067
2437,10.15416667,22.067
2438,10.15833333,22.289
2439,10.1625,22.289
2440,10.16666667,22.067
2441,10.17083333,22.067
2442,10.175,22.067
2443,10.17916667,22.289
2444,10.18333333,22.289
2445,10.1875,22.067
2446,10.19166667,22.14
2447,10.19583333,22.067
2448,10.2,22.363
2449,10.20416667,22.819
2450,10.20833333,22.363
2451,10.2125,22.363
2452,10.21666667,22.363
2453,10.22083333,22.289
2454,10.225,22.363
2455,10.22916667,22.289
2456,10.23333333,22.289
2457,10.2375,22.289
2458,10.24166667,22.363
2459,10.24583333,22.289
2460,10.25,22.363
2461,10.25416667,22.363
2462,10.25833333,22.363
2463,10.2625,22.363
2464,10.26666667,22.379
2465,10.27083333,22.289
2466,10.275,22.289
2467,10.27916667,22.289
2468,10.28333333,23.054
2469,10.2875,23.054
2470,10.29166667,23.054
2471,10.29583333,23.054
2472,10.3,22.98
2473,10.30416667,22.98
2474,10.30833333,23.054
2475,10.3125,23.054
2476,10.31666667,22.832
2477,10.32083333,23.054
2478,10.325,23.054
2479,10.32916667,23.054
2480,10.33333333,23.054
2481,10.3375,23.054
2482,10.34166667,23.054
2483,10.34583333,23.054
2484,10.35,23.51
2485,10.35416667,23.363
2486,10.35833333,23.344
2487,10.3625,23.129
2488,10.36666667,23.11
2489,10.37083333,23.11
2490,10.375,23.072
2491,10.37916667,23.072
2492,10.38333333,23.072
2493,10.3875,23.072
2494,10.39166667,23.072
2495,10.39583333,23.072
2496,10.4,23.072
2497,10.40416667,23.072
2498,10.40833333,23.072
2499,10.4125,23.072
2500,10.41666667,23.072
2501,10.42083333,23.147
2502,10.425,23.147
2503,10.42916667,23.147
2504,10.43333333,23.369
2505,10.4375,23.369
2506,10.44166667,23.369
2507,10.44583333,23.147
2508,10.45,23.147
2509,10.45416667,23.072
2510,10.45833333,23.072
2511,10.4625,23.072
2512,10.46666667,23.072
2513,10.47083333,23.072
2514,10.475,23.072
2515,10.47916667,23.307
2516,10.48333333,23.307
2517,10.4875,23.307
2518,10.49166667,23.307
2519,10.49583333,23.307
2520,10.5,23.307
2521,10.50416667,23.307
2522,10.50833333,23.307
2523,10.5125,23.085
2524,10.51666667,23.543
2525,10.52083333,23.543
2526,10.525,23.597
2527,10.52916667,23.597
2528,10.53333333,23.597
2529,10.5375,23.597
2530,10.54166667,23.522
2531,10.54583333,23.522
2532,10.55,23.522
2533,10.55416667,23.543
2534,10.55833333,23.3
2535,10.5625,23.777
2536,10.56666667,23.777
2537,10.57083333,23.777
2538,10.575,23.852
2539,10.57916667,23.852
2540,10.58333333,23.852
2541,10.5875,23.852
2542,10.59166667,23.852
2543,10.59583333,23.852
2544,10.6,23.617
2545,10.60416667,24.544
2546,10.60833333,24.322
2547,10.6125,24.322
2548,10.61666667,24.322
2549,10.62083333,24.322
2550,10.625,24.322
2551,10.62916667,24.322
2552,10.63333333,24.322
2553,10.6375,24.556
2554,10.64166667,24.778
2555,10.64583333,24.556
2556,10.65,24.556
2557,10.65416667,24.556
2558,10.65833333,24.322
2559,10.6625,24.322
2560,10.66666667,24.322
2561,10.67083333,24.778
2562,10.675,24.099
2563,10.67916667,24.556
2564,10.68333333,24.556
2565,10.6875,24.556
2566,10.69166667,24.79
2567,10.69583333,24.556
2568,10.7,24.556
2569,10.70416667,24.79
2570,10.70833333,25.012
2571,10.7125,25.012
2572,10.71666667,24.715
2573,10.72083333,24.715
2574,10.725,24.715
2575,10.72916667,24.79
2576,10.73333333,24.715
2577,10.7375,24.715
2578,10.74166667,24.715
2579,10.74583333,24.937
2580,10.75,24.937
2581,10.75416667,24.937
2582,10.75833333,24.937
2583,10.7625,24.937
2584,10.76666667,24.937
2585,10.77083333,25.012
2586,10.775,24.715
2587,10.77916667,24.715
2588,10.78333333,25.171
2589,10.7875,25.246
2590,10.79166667,25.246
2591,10.79583333,25.246
2592,10.8,25.246
2593,10.80416667,25.702
2594,10.80833333,25.702
2595,10.8125,25.702
2596,10.81666667,25.702
2597,10.82083333,25.468
2598,10.825,25.468
2599,10.82916667,25.468
2600,10.83333333,25.935
2601,10.8375,26.157
2602,10.84166667,26.234
2603,10.84583333,26.157
2604,10.85,26.012
2605,10.85416667,26.012
2606,10.85833333,26.468
2607,10.8625,26.468
2608,10.86666667,26.39
2609,10.87083333,26.39
2610,10.875,26.448
2611,10.87916667,26.448
2612,10.88333333,26.904
2613,10.8875,26.844
2614,10.89166667,26.922
2615,10.89583333,26.922
2616,10.9,26.922
2617,10.90416667,26.922
2618,10.90833333,26.922
2619,10.9125,27.376
2620,10.91666667,27.376
2621,10.92083333,26.91
2622,10.925,27.21
2623,10.92916667,27.676
2624,10.93333333,27.664
2625,10.9375,27.443
2626,10.94166667,27.664
2627,10.94583333,27.664
2628,10.95,27.746
2629,10.95416667,27.746
2630,10.95833333,27.746
2631,10.9625,28.199
2632,10.96666667,28.147
2633,10.97083333,28.147
2634,10.975,28.683
2635,10.97916667,28.902
2636,10.98333333,28.87
2637,10.9875,28.87
2638,10.99166667,28.955
2639,10.99583333,29.174
2640,11,29.406
2641,11.00416667,29.406
2642,11.00833333,29.857
2643,11.0125,29.943
2644,11.01666667,29.924
2645,11.02083333,30.23
2646,11.025,30.463
2647,11.02916667,30.681
2648,11.03333333,30.612
2649,11.0375,31.221
2650,11.04166667,31.438
2651,11.04583333,31.367
2652,11.05,31.746
2653,11.05416667,31.675
2654,11.05833333,31.675
2655,11.0625,32.216
2656,11.06666667,32.432
2657,11.07083333,32.526
2658,11.075,32.974
2659,11.07916667,32.916
2660,11.08333333,33.458
2661,11.0875,33.77
2662,11.09166667,34.447
2663,11.09583333,34.447
2664,11.1,34.991
2665,11.10416667,35.305
2666,11.10833333,35.707
2667,11.1125,35.809
2668,11.11666667,36.235
2669,11.12083333,36.55
2670,11.125,36.867
2671,11.12916667,37.079
2672,11.13333333,37.185
2673,11.1375,37.946
2674,11.14166667,37.946
2675,11.14583333,38.496
2676,11.15,39.375
2677,11.15416667,39.375
2678,11.15833333,39.924
2679,11.1625,40.475
2680,11.16666667,40.797
2681,11.17083333,41.025
2682,11.175,41.557
2683,11.17916667,41.674
2684,11.18333333,42.16
2685,11.1875,42.366
2686,11.19166667,42.92
2687,11.19583333,43.701
2688,11.2,43.822
2689,11.20416667,44.583
2690,11.20833333,45.138
2691,11.2125,45.194
2692,11.21666667,45.624
2693,11.22083333,45.954
2694,11.225,46.51
2695,11.22916667,46.841
2696,11.23333333,47.399
2697,11.2375,47.399
2698,11.24166667,48.158
2699,11.24583333,49.002
2700,11.25,49.499
2701,11.25416667,49.635
2702,11.25833333,50.393
2703,11.2625,50.728
2704,11.26666667,51.091
2705,11.27083333,51.091
2706,11.275,51.848
2707,11.27916667,52.409
2708,11.28333333,52.969
2709,11.2875,53.308
2710,11.29166667,53.869
2711,11.29583333,54.417
2712,11.3,54.978
2713,11.30416667,55.127
2714,11.30833333,55.689
2715,11.3125,56.031
2716,11.31666667,56.441
2717,11.32083333,57.191
2718,11.325,58.126
2719,11.32916667,58.198
2720,11.33333333,58.76
2721,11.3375,59.322
2722,11.34166667,59.883
2723,11.34583333,60.218
2724,11.35,60.78
2725,11.35416667,61.504
2726,11.35833333,61.322
2727,11.3625,62.283
2728,11.36666667,63.01
2729,11.37083333,63.393
2730,11.375,64.129
2731,11.37916667,64.513
2732,11.38333333,65.029
2733,11.3875,65.421
2734,11.39166667,65.982
2735,11.39583333,66.325
2736,11.4,67.103
2737,11.40416667,67.664
2738,11.40833333,67.836
2739,11.4125,68.359
2740,11.41666667,68.92
2741,11.42083333,69.66
2742,11.425,69.839
2743,11.42916667,70.582
2744,11.43333333,71.174
2745,11.4375,71.733
2746,11.44166667,72.48
2747,11.44583333,72.664
2748,11.45,73.224
2749,11.45416667,73.41
2750,11.45833333,73.969
2751,11.4625,74.717
2752,11.46666667,75.183
2753,11.47083333,75.564
2754,11.475,76.339
2755,11.47916667,76.896
2756,11.48333333,77.646
2757,11.4875,77.646
2758,11.49166667,77.216
2759,11.49583333,78.744
2760,11.5,79.148
2761,11.50416667,79.704
2762,11.50833333,80.259
2763,11.5125,80.459
2764,11.51666667,81.433
2765,11.52083333,81.986
2766,11.525,81.986
2767,11.52916667,82.741
2768,11.53333333,82.96
2769,11.5375,83.511
2770,11.54166667,84.063
2771,11.54583333,84.615
2772,11.55,85.027
2773,11.55416667,85.594
2774,11.55833333,86.352
2775,11.5625,86.352
2776,11.56666667,87.312
2777,11.57083333,87.523
2778,11.575,88.302
2779,11.57916667,88.847
2780,11.58333333,89.392
2781,11.5875,89.64
2782,11.59166667,90.07
2783,11.59583333,90.398
2784,11.6,91.157
2785,11.60416667,91.374
2786,11.60833333,92.158
2787,11.6125,92.377
2788,11.61666667,93.117
2789,11.62083333,93.336
2790,11.625,94.123
2791,11.62916667,94.344
2792,11.63333333,94.789
2793,11.6375,95.103
2794,11.64166667,95.55
2795,11.64583333,95.918
2796,11.65,96.367
2797,11.65416667,96.902
2798,11.65833333,97.652
2799,11.6625,97.484
2800,11.66666667,98.245
2801,11.67083333,98.375
2802,11.675,99.038
2803,11.67916667,99.694
2804,11.68333333,99.694
2805,11.6875,100.258
2806,11.69166667,100.685
2807,11.69583333,101.442
2808,11.7,101.906
2809,11.70416667,102.14
2810,11.70833333,102.609
2811,11.7125,102.898
2812,11.71666667,103.368
2813,11.72083333,103.504
2814,11.725,104.026
2815,11.72916667,104.499
2816,11.73333333,104.737
2817,11.7375,105.25
2818,11.74166667,105.769
2819,11.74583333,106.286
2820,11.75,106.765
2821,11.75416667,106.765
2822,11.75833333,107.087
2823,11.7625,107.568
2824,11.76666667,107.848
2825,11.77083333,108.09
2826,11.775,108.575
2827,11.77916667,108.843
2828,11.78333333,109.277
2829,11.7875,109.764
2830,11.79166667,110.008
2831,11.79583333,110.556
2832,11.8,111.045
2833,11.80416667,111.29
2834,11.80833333,111.813
2835,11.8125,112.059
2836,11.81666667,112.553
2837,11.82083333,112.988
2838,11.825,113.346
2839,11.82916667,113.841
2840,11.83333333,114.028
2841,11.8375,114.089
2842,11.84166667,114.775
2843,11.84583333,115.025
2844,11.85,115.322
2845,11.85416667,115.88
2846,11.85833333,116.075
2847,11.8625,116.568
2848,11.86666667,117.19
2849,11.87083333,117.257
2850,11.875,117.694
2851,11.87916667,117.996
2852,11.88333333,118.027
2853,11.8875,118.636
2854,11.89166667,119.241
2855,11.89583333,119.449
2856,11.9,119.647
2857,11.90416667,119.818
2858,11.90833333,120.155
2859,11.9125,120.409
2860,11.91666667,121.073
2861,11.92083333,122.17
2862,11.925,122.17
2863,11.92916667,122.481
2864,11.93333333,122.518
2865,11.9375,122.992
2866,11.94166667,122.992
2867,11.94583333,123.471
2868,11.95,123.942
2869,11.95416667,124.198
2870,11.95833333,124.426
2871,11.9625,124.741
2872,11.96666667,125.208
2873,11.97083333,125.466
2874,11.975,125.724
2875,11.97916667,125.957
2876,11.98333333,126.141
2877,11.9875,126.399
2878,11.99166667,126.399
2879,11.99583333,126.658
2880,12,126.895
2881,12.00416667,127.155
2882,12.00833333,127.613
2883,12.0125,127.935
2884,12.01666667,128.194
2885,12.02083333,128.454
2886,12.025,128.454
2887,12.02916667,128.713
2888,12.03333333,129.135
2889,12.0375,129.587
2890,12.04166667,129.683
2891,12.04583333,129.834
2892,12.05,130.094
2893,12.05416667,130.094
2894,12.05833333,130.354
2895,12.0625,130.977
2896,12.06666667,130.968
2897,12.07083333,131.229
2898,12.075,131.489
2899,12.07916667,131.749
2900,12.08333333,131.817
2901,12.0875,132.078
2902,12.09166667,132.334
2903,12.09583333,132.518
2904,12.1,132.94
2905,12.10416667,133.201
2906,12.10833333,133.461
2907,12.1125,133.461
2908,12.11666667,133.721
2909,12.12083333,134.157
2910,12.125,134.157
2911,12.12916667,134.417
2912,12.13333333,134.417
2913,12.1375,134.678
2914,12.14166667,134.938
2915,12.14583333,134.944
2916,12.15,135.205
2917,12.15416667,135.467
2918,12.15833333,135.893
2919,12.1625,135.893
2920,12.16666667,136.32
2921,12.17083333,136.656
2922,12.175,136.498
2923,12.17916667,136.928
2924,12.18333333,137.189
2925,12.1875,137.189
2926,12.19166667,137.45
2927,12.19583333,137.711
2928,12.2,137.866
2929,12.20416667,137.881
2930,12.20833333,138.142
2931,12.2125,138.402
2932,12.21666667,138.402
2933,12.22083333,138.662
2934,12.225,138.923
2935,12.22916667,138.833
2936,12.23333333,139.439
2937,12.2375,139.439
2938,12.24166667,139.699
2939,12.24583333,139.958
2940,12.25,140.218
2941,12.25416667,140.502
2942,12.25833333,140.414
2943,12.2625,140.674
2944,12.26666667,140.674
2945,12.27083333,140.909
2946,12.275,141.195
2947,12.27916667,141.426
2948,12.28333333,141.455
2949,12.2875,141.714
2950,12.29166667,141.744
2951,12.29583333,141.864
2952,12.3,142.232
2953,12.30416667,142.265
2954,12.30833333,142.232
2955,12.3125,142.491
2956,12.31666667,142.524
2957,12.32083333,142.838
2958,12.325,142.838
2959,12.32916667,143.008
2960,12.33333333,143.097
2961,12.3375,143.355
2962,12.34166667,143.613
2963,12.34583333,143.649
2964,12.35,143.649
2965,12.35416667,143.908
2966,12.35833333,143.908
2967,12.3625,143.908
2968,12.36666667,143.908
2969,12.37083333,144.166
2970,12.375,144.298
2971,12.37916667,144.424
2972,12.38333333,144.725
2973,12.3875,145.023
2974,12.39166667,145.023
2975,12.39583333,145.023
2976,12.4,145.11
2977,12.40416667,145.11
2978,12.40833333,145.367
2979,12.4125,145.367
2980,12.41666667,145.674
2981,12.42083333,145.668
2982,12.425,145.762
2983,12.42916667,145.968
2984,12.43333333,146.019
2985,12.4375,146.49
2986,12.44166667,146.446
2987,12.44583333,146.624
2988,12.45,146.624
2989,12.45416667,146.88
2990,12.45833333,146.88
2991,12.4625,147.097
2992,12.46666667,146.928
2993,12.47083333,147.185
2994,12.475,147.354
2995,12.47916667,147.354
2996,12.48333333,147.611
2997,12.4875,147.64
2998,12.49166667,147.895
2999,12.49583333,147.729
3000,12.5,147.945
3001,12.50416667,147.945
3002,12.50833333,148.202
3003,12.5125,148.202
3004,12.51666667,147.945
3005,12.52083333,147.945
3006,12.525,148.202
3007,12.52916667,148.202
3008,12.53333333,148.202
3009,12.5375,148.202
3010,12.54166667,148.202
3011,12.54583333,148.202
3012,12.55,148.458
3013,12.55416667,148.713
3014,12.55833333,148.713
3015,12.5625,148.458
3016,12.56666667,148.624
3017,12.57083333,148.689
3018,12.575,149.134
3019,12.57916667,149.102
3020,12.58333333,148.945
3021,12.5875,148.054
3022,12.59166667,149.161
3023,12.59583333,148.981
3024,12.6,148.868
3025,12.60416667,148.879
3026,12.60833333,148.981
3027,12.6125,148.981
3028,12.61666667,148.981
3029,12.62083333,148.981
3030,12.625,148.981
3031,12.62916667,148.981
3032,12.63333333,148.879
3033,12.6375,148.611
3034,12.64166667,148.981
3035,12.64583333,148.981
3036,12.65,148.981
3037,12.65416667,149.134
3038,12.65833333,149.236
3039,12.6625,149.236
3040,12.66666667,149.236
3041,12.67083333,148.868
3042,12.675,148.868
3043,12.67916667,148.981
3044,12.68333333,148.981
3045,12.6875,149.236
3046,12.69166667,148.981
3047,12.69583333,149.236
3048,12.7,149.124
3049,12.70416667,149.376
3050,12.70833333,148.689
3051,12.7125,148.689
3052,12.71666667,148.689
3053,12.72083333,148.891
3054,12.725,148.636
3055,12.72916667,148.636
3056,12.73333333,148.802
3057,12.7375,148.802
3058,12.74166667,148.802
3059,12.74583333,148.802
3060,12.75,148.802
3061,12.75416667,148.571
3062,12.75833333,148.624
3063,12.7625,148.571
3064,12.76666667,148.291
3065,12.77083333,148.291
3066,12.775,148.291
3067,12.77916667,148.291
3068,12.78333333,148.042
3069,12.7875,148.291
3070,12.79166667,148.291
3071,12.79583333,148.239
3072,12.8,148.239
3073,12.80416667,148.239
3074,12.80833333,148.239
3075,12.8125,147.984
3076,12.81666667,147.984
3077,12.82083333,148.151
3078,12.825,147.867
3079,12.82916667,148.035
3080,12.83333333,148.035
3081,12.8375,147.984
3082,12.84166667,147.729
3083,12.84583333,147.984
3084,12.85,147.729
3085,12.85416667,147.729
3086,12.85833333,147.611
3087,12.8625,147.729
3088,12.86666667,147.729
3089,12.87083333,147.611
3090,12.875,147.473
3091,12.87916667,147.354
3092,12.88333333,147.305
3093,12.8875,147.097
3094,12.89166667,147.305
3095,12.89583333,147.049
3096,12.9,147.049
3097,12.90416667,147.049
3098,12.90833333,146.792
3099,12.9125,146.792
3100,12.91666667,147.049
3101,12.92083333,146.49
3102,12.925,146.746
3103,12.92916667,146.746
3104,12.93333333,146.49
3105,12.9375,146.278
3106,12.94166667,146.234
3107,12.94583333,145.977
3108,12.95,145.977
3109,12.95416667,145.977
3110,12.95833333,145.72
3111,12.9625,145.624
3112,12.96666667,145.198
3113,12.97083333,144.94
3114,12.975,145.069
3115,12.97916667,144.812
3116,12.98333333,144.682
3117,12.9875,144.424
3118,12.99166667,144.129
3119,12.99583333,143.871
3120,13,143.613
3121,13.00416667,143.871
3122,13.00833333,143.579
3123,13.0125,143.321
3124,13.01666667,143.096
3125,13.02083333,142.837
3126,13.025,142.487
3127,13.02916667,142.228
3128,13.03333333,141.94
3129,13.0375,141.682
3130,13.04166667,141.397
3131,13.04583333,141.224
3132,13.05,140.82
3133,13.05416667,140.561
3134,13.05833333,140.302
3135,13.0625,139.848
3136,13.06666667,139.59
3137,13.07083333,139.179
3138,13.075,138.918
3139,13.07916667,138.729
3140,13.08333333,138.211
3141,13.0875,137.951
3142,13.09166667,137.606
3143,13.09583333,137.346
3144,13.1,136.656
3145,13.10416667,136.488
3146,13.10833333,136.053
3147,13.1125,135.533
3148,13.11666667,135.526
3149,13.12083333,135.099
3150,13.125,134.577
3151,13.12916667,134.077
3152,13.13333333,133.555
3153,13.1375,133.38
3154,13.14166667,132.86
3155,13.14583333,132.601
3156,13.15,132.082
3157,13.15416667,131.93
3158,13.15833333,131.671
3159,13.1625,131.318
3160,13.16666667,131.132
3161,13.17083333,130.459
3162,13.175,129.77
3163,13.17916667,129.699
3164,13.18333333,129.44
3165,13.1875,128.67
3166,13.19166667,128.426
3167,13.19583333,128.167
3168,13.2,127.551
3169,13.20416667,127.293
3170,13.20833333,126.778
3171,13.2125,126.282
3172,13.21666667,126.025
3173,13.22083333,125.305
3174,13.225,125.072
3175,13.22916667,124.633
3176,13.23333333,124.403
3177,13.2375,123.838
3178,13.24166667,123.114
3179,13.24583333,123.114
3180,13.25,122.419
3181,13.25416667,122.114
3182,13.25833333,121.383
3183,13.2625,121.419
3184,13.26666667,121.164
3185,13.27083333,120.246
3186,13.275,119.691
3187,13.27916667,119.25
3188,13.28333333,118.996
3189,13.2875,118.742
3190,13.29166667,117.961
3191,13.29583333,117.753
3192,13.3,117.199
3193,13.30416667,116.908
3194,13.30833333,116.402
3195,13.3125,116.071
3196,13.31666667,115.754
3197,13.32083333,115.262
3198,13.325,114.867
3199,13.32916667,114.615
3200,13.33333333,113.977
3201,13.3375,113.785
3202,13.34166667,113.037
3203,13.34583333,112.896
3204,13.35,111.955
3205,13.35416667,111.955
3206,13.35833333,111.266
3207,13.3625,111.017
3208,13.36666667,110.233
3209,13.37083333,109.6
3210,13.375,109.6
3211,13.37916667,109.106
3212,13.38333333,108.836
3213,13.3875,108.079
3214,13.39166667,107.833
3215,13.39583333,107.319
3216,13.4,107.074
3217,13.40416667,106.292
3218,13.40833333,106.128
3219,13.4125,105.173
3220,13.41666667,104.93
3221,13.42083333,104.603
3222,13.425,103.907
3223,13.42916667,103.578
3224,13.43333333,103.142
3225,13.4375,102.66
3226,13.44166667,102.188
3227,13.44583333,101.708
3228,13.45,101.181
3229,13.45416667,100.817
3230,13.45833333,100.147
3231,13.4625,99.854
3232,13.46666667,99.28
3233,13.47083333,98.642
3234,13.475,97.832
3235,13.47916667,97.635
3236,13.48333333,97.097
3237,13.4875,96.729
3238,13.49166667,95.959
3239,13.49583333,95.816
3240,13.5,95.584
3241,13.50416667,94.813
3242,13.50833333,94.578
3243,13.5125,93.608
3244,13.51666667,93.493
3245,13.52083333,92.837
3246,13.525,92.407
3247,13.52916667,91.641
3248,13.53333333,91.07
3249,13.5375,90.749
3250,13.54166667,89.975
3251,13.54583333,89.531
3252,13.55,89.321
3253,13.55416667,88.759
3254,13.55833333,88.885
3255,13.5625,87.772
3256,13.56666667,87.019
3257,13.57083333,86.694
3258,13.575,85.923
3259,13.57916667,85.586
3260,13.58333333,84.813
3261,13.5875,84.391
3262,13.59166667,84.176
3263,13.59583333,83.407
3264,13.6,83.407
3265,13.60416667,82.639
3266,13.60833333,81.889
3267,13.6125,81.119
3268,13.61666667,80.909
3269,13.62083333,80.35
3270,13.625,79.581
3271,13.62916667,79.389
3272,13.63333333,78.772
3273,13.6375,78.83
3274,13.64166667,78.269
3275,13.64583333,77.297
3276,13.65,77.116
3277,13.65416667,76.348
3278,13.65833333,75.786
3279,13.6625,75.222
3280,13.66666667,74.669
3281,13.67083333,74.49
3282,13.675,73.926
3283,13.67916667,73.362
3284,13.68333333,72.603
3285,13.6875,72.678
3286,13.69166667,71.55
3287,13.69583333,70.984
3288,13.7,70.441
3289,13.70416667,69.895
3290,13.70833333,69.707
3291,13.7125,69.142
3292,13.71666667,68.576
3293,13.72083333,68.033
3294,13.725,67.282
3295,13.72916667,67.099
3296,13.73333333,66.321
3297,13.7375,65.754
3298,13.74166667,65.214
3299,13.74583333,64.68
3300,13.75,64.147
3301,13.75416667,63.936
3302,13.75833333,63.37
3303,13.7625,62.803
3304,13.76666667,62.658
3305,13.77083333,61.707
3306,13.775,61.141
3307,13.77916667,60.744
3308,13.78333333,60.391
3309,13.7875,59.656
3310,13.79166667,59.335
3311,13.79583333,58.955
3312,13.8,58.389
3313,13.80416667,57.635
3314,13.80833333,56.852
3315,13.8125,56.222
3316,13.81666667,55.655
3317,13.82083333,55.533
3318,13.825,55.182
3319,13.82916667,54.678
3320,13.83333333,54.208
3321,13.8375,53.642
3322,13.84166667,53.487
3323,13.84583333,52.509
3324,13.85,51.726
3325,13.85416667,51.228
3326,13.85833333,51.123
3327,13.8625,50.974
3328,13.86666667,49.974
3329,13.87083333,49.846
3330,13.875,49.282
3331,13.87916667,48.937
3332,13.88333333,48.464
3333,13.8875,47.683
3334,13.89166667,47.12
3335,13.89583333,46.98
3336,13.9,46.557
3337,13.90416667,46.009
3338,13.90833333,45.433
3339,13.9125,45.312
3340,13.91666667,44.885
3341,13.92083333,44.751
3342,13.925,44.192
3343,13.92916667,43.412
3344,13.93333333,43.203
3345,13.9375,42.644
3346,13.94166667,42.085
3347,13.94583333,42.085
3348,13.95,41.538
3349,13.95416667,40.981
3350,13.95833333,40.981
3351,13.9625,40.424
3352,13.96666667,40.424
3353,13.97083333,39.655
3354,13.975,39.535
3355,13.97916667,38.886
3356,13.98333333,38.107
3357,13.9875,38.107
3358,13.99166667,37.99
3359,13.99583333,37.437
3360,14,36.782
3361,14.00416667,36.67
3362,14.00833333,36.67
3363,14.0125,36.126
3364,14.01666667,36.126
3365,14.02083333,35.575
3366,14.025,35.358
3367,14.02916667,34.808
3368,14.03333333,34.771
3369,14.0375,34.771
3370,14.04166667,34.004
3371,14.04583333,34.004
3372,14.05,33.228
3373,14.05416667,33.009
3374,14.05833333,33.009
3375,14.0625,32.689
3376,14.06666667,32.242
3377,14.07083333,32.37
3378,14.075,31.824
3379,14.07916667,31.605
3380,14.08333333,31.156
3381,14.0875,31.061
3382,14.09166667,30.84
3383,14.09583333,30.746
3384,14.1,30.525
3385,14.10416667,30.525
3386,14.10833333,29.762
3387,14.1125,29.762
3388,14.11666667,29.479
3389,14.12083333,29.54
3390,14.125,28.939
3391,14.12916667,28.939
3392,14.13333333,28.717
3393,14.1375,28.806
3394,14.14166667,28.265
3395,14.14583333,28.207
3396,14.15,27.984
3397,14.15416667,27.899
3398,14.15833333,27.899
3399,14.1625,26.992
3400,14.16666667,26.992
3401,14.17083333,26.909
3402,14.175,26.686
3403,14.17916667,26.231
3404,14.18333333,26.231
3405,14.1875,26.15
3406,14.19166667,26.15
3407,14.19583333,25.471
3408,14.2,25.471
3409,14.20416667,25.624
3410,14.20833333,25.168
3411,14.2125,24.944
